Roof_Area_m2,Rainfall_mm,Runoff_Coefficient,Tank_Size_Liters,Liters_Captured
187.6,188.04,0.62,15000,21976.24
135.96,115.96,0.88,1000,13877.94
288.22,147.24,0.66,2000,27697.78
171.51,46.78,0.67,10000,5307.29
189.43,176.97,0.94,2000,31580.16
81.74,393.47,0.85,1000,27398.93
195.18,138.24,0.69,1000,18525.87
180.05,351.81,0.81,2000,51138.58
71.75,338.85,0.79,2000,19147.61
36.68,381.3,0.9,1000,12570.51
189.22,318.14,0.86,2000,51459.57
233.83,267.24,0.89,10000,55671.23
166.55,344.07,0.67,10000,38653.88
83.5,39.5,0.82,5000,2666.96
206.63,190.5,0.61,10000,24168.93
42.43,395.81,0.62,1000,10531.17
143.71,310.14,0.85,1000,37840.92
65.74,385.21,0.61,5000,15427.67
71.65,314.06,0.8,15000,18066.97
76.64,351.2,0.89,5000,24141.11
128.28,285.55,0.73,15000,26852.64
34.32,306.6,0.62,15000,6505.63
131.38,214.04,0.85,2000,23890.15
163.28,370.45,0.93,10000,55948.01
155.32,331.77,0.85,15000,43864.35
127.18,339.12,0.8,2000,34580.38
254.96,272.47,0.68,5000,47326.83
60.69,128.79,0.61,5000,4790.59
161.6,23.9,0.84,15000,3259.29
37.37,374.91,0.68,2000,9517.33
39.92,238.59,0.9,1000,8587.5
180.68,126.28,0.76,10000,17349.93
178.49,68.16,0.79,15000,9521.27
265.85,333.51,0.86,1000,76540.73
176.2,336.24,0.87,10000,51674.2
288.74,327.66,0.82,1000,78014.51
33.63,261.58,0.93,2000,8104.41
47.44,152.75,0.94,15000,6826.06
32.34,128.59,0.93,1000,3863.43
71.88,13.34,0.89,1000,880.31
171.56,335.11,0.85,1000,48697.08
200.76,44.1,0.83,15000,7437.99
32.76,255.99,0.64,2000,5366.43
284.87,206.59,0.7,2000,41020.01
255.81,215.41,0.6,1000,33113.97
103.05,371.42,0.65,2000,24855.76
41.61,22.33,0.75,10000,621.95
67.57,311.62,0.65,2000,13766.42
55.54,30.3,0.92,1000,1560.12
54.52,24.88,0.88,10000,1185.07
165.2,177.63,0.63,15000,18352.28
88.84,34.6,0.69,5000,2087.46
120.28,317.77,0.89,2000,33860.01
297.06,216.53,0.88,10000,56694.35
211.61,21.33,0.93,5000,4119.79
285.71,25.8,0.95,15000,7011.73
59.92,248.94,0.94,5000,14039.56
127.0,324.38,0.74,15000,30615.18
175.32,180.74,0.69,1000,21764.91
41.49,226.29,0.87,1000,8137.58
21.17,321.93,0.7,15000,4855.23
207.72,248.1,0.88,5000,45577.83
199.71,97.66,0.79,2000,15402.55
135.02,249.09,0.88,5000,29566.59
157.1,255.03,0.7,5000,27868.3
136.32,296.3,0.78,2000,31388.26
26.72,252.14,0.8,5000,5372.36
113.9,388.0,0.93,5000,41127.69
69.58,86.94,0.69,10000,4171.69
47.56,380.93,0.93,15000,16868.36
287.88,219.95,0.88,1000,55795.93
187.82,272.06,0.86,15000,43668.25
224.02,48.79,0.88,5000,9620.1
108.3,158.42,0.81,2000,13942.11
130.08,310.06,0.69,2000,27630.81
86.34,285.7,0.67,1000,16367.36
47.15,25.65,0.9,1000,1141.78
70.13,223.17,0.85,1000,13481.55
243.3,44.43,0.67,2000,7317.15
209.71,398.38,0.82,5000,68082.02
173.14,359.95,0.76,1000,47166.54
153.03,18.22,0.66,1000,1855.98
278.28,344.87,0.79,2000,75473.22
40.37,368.58,0.7,5000,10352.05
98.57,147.88,0.63,1000,9211.76
117.98,290.61,0.76,5000,26138.11
239.08,182.42,0.81,10000,35193.99
297.9,265.54,0.62,1000,48758.89
87.39,142.72,0.74,1000,9296.21
264.81,135.8,0.69,2000,24831.4
252.57,175.53,0.61,10000,27111.73
82.9,66.77,0.64,10000,3551.41
131.81,334.14,0.65,10000,28479.75
134.71,145.99,0.66,15000,13125.92
293.9,166.06,0.88,2000,43012.22
70.65,358.68,0.75,2000,19123.07
243.76,203.68,0.65,1000,32387.29
113.57,222.26,0.64,2000,16044.71
224.64,383.03,0.7,1000,60507.75
137.6,355.82,0.88,1000,43035.3
181.94,76.09,0.73,15000,10048.45
253.13,194.55,0.66,2000,32282.29
245.17,388.81,0.74,2000,70665.3
262.6,155.22,0.79,15000,32381.87
36.69,154.91,0.61,15000,3565.88
213.77,86.06,0.82,2000,15106.37
59.2,54.59,0.74,2000,2421.64
136.43,298.72,0.6,1000,24567.73
173.6,310.31,0.84,5000,45103.57
132.77,387.92,0.85,1000,43749.48
165.49,311.63,0.82,10000,42293.59
299.03,104.91,0.72,10000,22486.95
57.86,25.65,0.79,5000,1200.78
209.13,394.32,0.74,15000,60698.8
130.88,142.78,0.85,10000,15839.32
57.24,131.67,0.8,15000,5991.56
64.45,363.32,0.63,15000,14766.21
285.8,238.19,0.83,1000,56150.76
266.29,93.8,0.84,15000,20931.83
273.97,356.75,0.73,5000,71432.32
297.63,397.41,0.91,1000,107300.35
78.33,43.8,0.9,5000,3103.65
119.52,346.28,0.66,15000,27396.57
207.38,162.3,0.92,10000,30925.83
155.46,214.39,0.75,15000,25116.48
137.15,366.78,0.85,5000,43048.56
120.19,389.62,0.88,2000,41440.97
186.26,112.24,0.78,2000,16289.65
181.17,93.01,0.74,10000,12491.1
65.21,41.4,0.92,5000,2434.53
152.09,229.1,0.68,10000,23722.31
174.97,15.31,0.69,1000,1921.91
179.68,170.64,0.73,15000,22238.41
78.83,38.62,0.9,1000,2810.41
227.84,168.04,0.93,2000,35583.84
27.06,25.57,0.68,15000,402.95
119.35,335.73,0.9,1000,36158.17
238.46,91.8,0.69,2000,15109.85
177.89,138.04,0.94,1000,23024.88
93.13,349.32,0.81,15000,26335.21
214.59,301.04,0.6,1000,38852.42
178.87,95.42,0.61,15000,10488.94
242.95,38.04,0.65,1000,5977.82
225.81,289.11,0.67,10000,43440.5
190.83,162.37,0.87,1000,26916.25
156.69,308.77,0.68,1000,32876.78
57.29,183.66,0.94,10000,9819.31
93.17,144.94,0.82,2000,11084.28
137.35,185.97,0.84,15000,21524.31
187.8,301.94,0.68,5000,38342.78
163.84,361.87,0.91,2000,54102.16
100.69,29.41,0.83,15000,2458.67
21.81,214.4,0.9,1000,4234.4
158.95,22.81,0.93,2000,3290.44
99.98,192.68,0.64,1000,12475.82
225.69,355.26,0.63,2000,50814.24
26.7,151.02,0.88,2000,3688.53
183.75,373.66,0.9,5000,61992.91
283.61,255.94,0.8,10000,58434.74
68.83,374.32,0.73,2000,18723.08
152.06,305.29,0.83,1000,38460.49
45.6,50.34,0.71,5000,1572.63
195.19,100.15,0.68,2000,13343.96
174.15,163.73,0.77,10000,21942.5
134.06,76.34,0.68,1000,6939.83
165.99,203.02,0.77,5000,26006.11
271.04,193.83,0.93,15000,49134.61
74.96,382.94,0.89,10000,25804.65
26.32,179.15,0.93,15000,4418.25
261.27,316.39,0.88,15000,72880.04
181.59,377.35,0.72,5000,49743.22
269.38,352.03,0.88,5000,83895.92
187.14,91.38,0.92,5000,15715.28
246.85,203.45,0.93,15000,46777.97
140.31,145.62,0.84,1000,17184.66
229.96,165.94,0.67,5000,25747.75
275.65,150.71,0.61,10000,25544.56
180.19,332.28,0.65,5000,39060.66
70.62,186.33,0.94,5000,12312.23
95.26,214.24,0.76,5000,15571.75
75.62,393.15,0.9,15000,26745.73
89.12,33.39,0.76,1000,2257.25
105.8,200.3,0.83,5000,17657.88
175.44,311.88,0.61,15000,33301.87
184.64,68.95,0.69,10000,8808.08
139.42,248.5,0.75,1000,26092.96
192.32,103.39,0.82,15000,16303.06
42.84,348.29,0.66,2000,9856.35
44.58,137.57,0.87,10000,5354.96
68.11,138.33,0.73,10000,6857.05
165.06,243.3,0.89,2000,35562.67
79.92,81.59,0.63,15000,4143.87
99.32,121.11,0.84,15000,10150.01
132.09,172.49,0.7,10000,16042.47
247.32,147.92,0.88,15000,32152.74
23.88,214.7,0.74,2000,3788.72
201.83,243.86,0.83,15000,41002.55
207.29,231.0,0.93,10000,44340.3
243.62,265.13,0.61,15000,39211.91
281.17,130.02,0.6,1000,22103.87
25.64,59.31,0.87,2000,1327.8
63.06,306.71,0.83,2000,15961.96
268.13,341.8,0.7,5000,64325.02
148.39,110.23,0.77,15000,12638.33
178.09,168.77,0.61,2000,18437.09
205.65,204.44,0.67,15000,28056.31
210.14,218.0,0.75,1000,34306.0
280.89,267.2,0.89,10000,67013.54
299.15,26.23,0.77,10000,6070.69
221.64,291.38,0.81,5000,52014.93
100.42,34.17,0.91,5000,3212.72
266.33,192.63,0.71,2000,36347.94
33.78,332.79,0.85,2000,9466.76
84.7,185.97,0.9,2000,14191.41
271.27,68.15,0.67,1000,12531.2
91.73,394.16,0.72,5000,26170.28
81.78,356.82,0.94,5000,27501.35
58.68,310.81,0.94,10000,17267.98
260.55,170.49,0.68,5000,30079.31
160.02,81.7,0.62,5000,8199.49
208.97,377.15,0.69,1000,54819.38
86.94,217.62,0.74,2000,13999.71
232.25,342.42,0.75,1000,60074.62
232.8,143.42,0.82,15000,27255.56
107.53,140.76,0.91,10000,13893.66
134.99,394.36,0.72,10000,37978.18
78.71,213.51,0.9,10000,15117.35
293.44,64.87,0.63,2000,12111.74
200.77,95.67,0.61,2000,11846.75
281.67,197.96,0.78,2000,43273.77
104.95,26.56,0.62,10000,1656.28
238.93,190.39,0.74,10000,33600.48
234.44,173.39,0.91,10000,37106.5
213.66,313.94,0.68,15000,45881.25
290.38,148.43,0.85,15000,36496.72
130.2,393.19,0.71,10000,36166.4
56.6,80.5,0.62,2000,2866.25
208.08,240.48,0.79,2000,39875.6
224.21,44.98,0.89,15000,9006.56
181.02,296.21,0.74,15000,39871.98
77.91,397.95,0.82,10000,25325.63
161.25,329.46,0.92,10000,48588.23
107.41,226.72,0.88,2000,21380.21
139.69,199.05,0.67,5000,18542.88
200.66,335.66,0.86,2000,57759.47
228.66,375.03,0.78,2000,66470.15
85.02,395.79,0.86,10000,29023.49
133.49,164.65,0.77,5000,17039.4
95.37,396.46,0.64,5000,24303.53
75.62,70.81,0.8,10000,4300.57
239.35,108.88,0.77,1000,20206.98
274.59,44.72,0.78,10000,9607.73
123.67,115.98,0.91,15000,13024.3
230.36,309.5,0.91,5000,65084.61
271.16,342.64,0.76,10000,70523.44
256.91,313.77,0.76,2000,61211.29
71.19,256.12,0.78,2000,14254.58
287.76,210.45,0.78,2000,47389.63
125.47,286.39,0.93,10000,33530.91
114.99,162.43,0.83,1000,15510.92
37.48,338.11,0.7,15000,8858.31
156.13,274.1,0.79,2000,33624.54
50.52,282.14,0.82,10000,11595.77
89.59,219.02,0.82,1000,16147.54
108.74,355.24,0.8,5000,31086.79
246.47,108.29,0.66,5000,17705.99
265.14,158.65,0.61,15000,25643.03
104.69,313.28,0.72,10000,23471.25
260.44,202.17,0.75,10000,39379.1
260.02,356.79,0.62,2000,57671.62
234.1,145.1,0.89,1000,30006.93
61.07,154.04,0.72,15000,6803.83
213.29,356.61,0.92,1000,69942.98
284.61,191.1,0.65,15000,35498.81
211.11,211.29,0.62,10000,27707.58
112.85,139.78,0.77,10000,12130.35
160.16,117.9,0.67,15000,12637.52
200.8,265.82,0.93,1000,49544.88
162.96,56.74,0.6,5000,5662.17
53.59,352.92,0.74,5000,14113.96
107.38,313.89,0.92,2000,31090.92
244.67,84.39,0.73,2000,15144.72
261.2,280.67,0.63,1000,46346.22
58.44,245.03,0.71,10000,10001.53
286.67,81.97,0.77,1000,18243.24
112.07,116.55,0.66,15000,8709.64
205.45,169.5,0.76,5000,26658.09
230.51,282.7,0.89,2000,58098.64
247.34,259.1,0.91,1000,57973.33
284.81,217.57,0.62,1000,38203.62
107.62,309.68,0.66,15000,21952.01
260.38,305.6,0.7,10000,55485.23
56.87,250.97,0.81,10000,11474.53
217.41,316.93,0.73,5000,50070.94
227.75,140.36,0.9,2000,28660.81
209.76,353.69,0.85,10000,63121.43
90.65,249.81,0.64,10000,14487.15
264.45,330.72,0.82,10000,71474.96
67.28,223.05,0.64,1000,9503.98
35.02,95.19,0.69,10000,2307.07
220.89,221.54,0.66,15000,32351.46
153.13,154.73,0.66,5000,15701.14
257.75,282.02,0.82,10000,59220.48
127.35,195.56,0.8,2000,19890.85
67.12,336.08,0.66,1000,14926.87
254.2,274.45,0.95,15000,66132.35
173.69,276.97,0.75,5000,35930.55
72.97,94.69,0.63,1000,4464.8
221.71,393.86,0.64,15000,56119.85
163.11,338.25,0.8,1000,44333.8
189.21,317.71,0.94,5000,56623.89
149.05,138.78,0.8,5000,16610.44
252.04,218.9,0.93,10000,51437.7
252.28,63.47,0.76,2000,12091.75
218.63,220.01,0.75,10000,36287.49
49.51,66.9,0.78,1000,2609.23
254.88,225.68,0.84,10000,48514.63
207.88,263.0,0.73,5000,39813.3
215.17,162.18,0.9,5000,31511.17
121.64,204.43,0.61,5000,15188.0
266.2,351.5,0.75,10000,70581.98
223.1,52.34,0.78,15000,9137.91
51.53,318.78,0.81,10000,13423.89
134.18,76.59,0.7,10000,7140.19
268.19,24.32,0.75,10000,5008.98
33.22,82.37,0.77,10000,2153.2
289.2,308.37,0.84,5000,74961.98
210.17,168.0,0.87,2000,30736.88
196.79,350.28,0.86,10000,59178.97
95.76,214.64,0.72,10000,14700.19
89.66,18.68,0.95,2000,1585.88
283.78,289.52,0.9,10000,73765.33
103.52,52.99,0.69,2000,3770.59
237.14,317.86,0.67,5000,50278.75
130.07,75.56,0.71,15000,6911.53
58.99,144.72,0.76,10000,6458.89
23.0,306.9,0.9,15000,6353.98
172.39,382.15,0.87,10000,57433.45
293.22,154.86,0.9,1000,40705.06
123.36,333.47,0.7,1000,28560.64
120.01,84.41,0.81,5000,8278.97
116.35,324.8,0.7,15000,26551.58
165.75,266.42,0.64,15000,28207.61
143.39,85.17,0.84,2000,10265.35
266.38,127.98,0.65,2000,22216.46
161.55,61.39,0.83,10000,8199.89
162.17,159.36,0.83,2000,21339.29
58.74,89.42,0.88,2000,4536.84
295.17,261.16,0.65,15000,50039.91
89.99,397.86,0.87,1000,31298.41
40.54,14.68,0.95,15000,525.99
205.68,220.96,0.9,2000,40902.51
186.7,233.73,0.86,10000,37727.54
136.24,366.54,0.83,1000,41534.66
138.21,207.34,0.75,2000,21385.22
239.82,222.04,0.86,2000,45580.26
74.8,193.94,0.85,10000,12386.41
249.67,114.87,0.82,10000,23521.68
201.65,31.85,0.88,2000,5594.83
137.31,169.38,0.76,2000,17619.5
148.25,30.51,0.64,15000,2917.12
91.86,224.69,0.8,5000,16369.17
230.59,129.84,0.69,10000,20644.01
163.6,218.1,0.73,10000,26193.96
109.84,62.38,0.61,15000,4080.96
186.89,373.73,0.73,1000,51226.33
298.81,358.86,0.88,1000,94665.47
141.87,84.1,0.79,1000,9447.89
277.79,143.94,0.6,10000,24100.98
116.6,249.26,0.76,5000,22232.39
35.33,47.32,0.7,5000,1128.26
77.19,148.28,0.77,15000,8796.81
137.23,107.93,0.74,1000,10969.2
81.5,367.05,0.93,1000,27720.6
20.06,342.48,0.61,2000,4286.82
276.2,236.13,0.84,15000,54727.29
256.29,212.94,0.9,15000,48990.63
227.84,372.98,0.94,10000,79541.96
66.99,373.65,0.66,10000,16600.3
53.7,388.04,0.79,15000,16258.98
38.93,58.9,0.62,5000,1353.4
222.73,72.62,0.77,15000,12542.1
280.07,273.93,0.64,5000,49481.47
140.55,221.16,0.89,10000,27692.1
53.36,17.2,0.64,15000,558.71
163.47,34.17,0.78,5000,4367.18
117.67,356.35,0.78,2000,32759.07
124.95,348.86,0.94,2000,41005.4
193.97,149.34,0.83,15000,24056.58
221.24,357.51,0.7,1000,55447.91
50.97,241.53,0.68,15000,8434.03
29.97,324.3,0.64,10000,6216.07
298.41,176.7,0.86,10000,45584.15
85.16,54.23,0.84,2000,3950.8
35.07,179.15,0.81,5000,5129.43
73.17,188.35,0.61,2000,8348.24
30.91,224.87,0.87,5000,6066.8
129.71,51.18,0.82,15000,5494.55
244.67,396.65,0.94,1000,90952.37
115.55,105.21,0.81,10000,9782.49
144.37,87.44,0.71,15000,8886.13
209.16,215.45,0.73,2000,33060.37
162.49,219.51,0.66,15000,23596.49
261.2,181.53,0.85,1000,40434.9
262.49,311.04,0.85,5000,69223.28
22.77,211.5,0.67,1000,3222.06
237.85,247.78,0.66,2000,38680.66
149.01,292.26,0.63,1000,27344.52
296.88,19.76,0.92,10000,5324.73
155.3,232.55,0.68,1000,24634.62
296.33,354.84,0.72,15000,75741.32
231.28,16.78,0.7,5000,2661.31
89.61,168.02,0.74,10000,11229.97
170.75,371.23,0.85,10000,53894.4
297.8,147.73,0.9,10000,39939.56
260.11,188.9,0.66,2000,32510.6
47.26,392.8,0.84,2000,15575.55
217.78,87.74,0.72,15000,13947.87
116.76,35.45,0.94,5000,3866.36
21.96,345.17,0.7,1000,5358.06
132.97,348.7,0.6,15000,27947.99
85.73,194.11,0.78,2000,12992.41
249.28,210.54,0.65,15000,34231.23
114.45,335.96,0.62,5000,23645.76
251.71,298.04,0.84,15000,63360.83
20.17,113.41,0.86,10000,1949.0
106.19,16.59,0.76,1000,1356.22
87.53,197.08,0.84,2000,14460.57
85.4,344.98,0.79,2000,23275.43
39.09,359.38,0.82,5000,11579.26
72.39,382.93,0.81,5000,22431.43
175.55,353.03,0.83,5000,51572.24
101.58,236.22,0.67,2000,16137.35
136.87,183.4,0.69,10000,17439.11
125.52,312.19,0.75,1000,29588.97
265.25,298.53,0.76,5000,59900.4
273.48,219.88,0.87,2000,52368.18
158.03,44.06,0.73,10000,5057.2
112.44,371.17,0.66,5000,27496.64
49.9,187.68,0.69,5000,6450.4
286.95,151.7,0.68,1000,29389.53
36.86,255.53,0.86,1000,8025.64
103.34,272.8,0.76,15000,21543.7
103.46,92.17,0.85,5000,8136.8
109.71,336.41,0.75,15000,27526.43
66.0,123.08,0.91,2000,7470.93
239.29,82.81,0.94,1000,18728.9
54.3,168.5,0.83,10000,7642.28
197.77,294.92,0.9,5000,52610.7
54.68,386.53,0.78,5000,16443.04
39.75,325.62,0.93,15000,11959.94
274.64,376.74,0.89,1000,92228.61
73.24,64.84,0.95,15000,4497.1
249.95,37.76,0.82,5000,7711.31
172.5,227.5,0.87,1000,34238.36
41.8,123.22,0.79,5000,4105.56
287.53,332.94,0.69,1000,66090.34
89.15,272.08,0.72,5000,17618.18
260.7,388.58,0.91,10000,92461.43
67.27,109.37,0.62,15000,4591.87
259.1,199.46,0.81,1000,41685.23
23.7,205.48,0.73,15000,3530.54
163.3,103.28,0.74,1000,12477.75
235.44,240.14,0.91,1000,51462.8
281.74,182.88,0.9,1000,46319.4
274.58,184.22,0.81,5000,40879.63
249.49,151.47,0.7,2000,26305.89
268.69,16.6,0.77,5000,3470.7
75.78,213.62,0.74,2000,12036.44
99.57,140.75,0.72,5000,10144.89
100.91,10.51,0.64,2000,685.03
125.58,130.1,0.79,1000,12930.17
130.13,118.67,0.71,1000,10868.01
172.48,163.44,0.83,2000,23433.68
64.77,61.42,0.71,2000,2838.21
213.55,208.0,0.75,15000,33401.52
66.92,280.05,0.62,1000,11481.33
106.89,255.77,0.95,5000,25949.72
160.94,323.46,0.78,15000,40406.81
243.0,186.28,0.61,2000,27512.13
227.05,212.45,0.79,5000,38079.19
200.75,326.06,0.9,10000,59249.28
63.62,176.8,0.87,10000,9845.37
173.17,283.62,0.85,10000,41485.37
44.49,179.49,0.65,5000,5211.14
125.66,172.92,0.83,2000,17997.36
135.78,306.48,0.87,5000,36074.16
31.15,78.19,0.8,15000,2027.62
96.72,142.05,0.91,15000,12612.08
287.58,97.43,0.7,10000,19511.99
287.02,150.05,0.68,2000,29420.41
118.65,99.85,0.9,15000,10658.01
32.07,235.97,0.82,1000,6252.19
70.15,321.29,0.6,1000,13554.67
129.82,316.78,0.72,10000,29704.31
285.38,152.16,0.9,10000,39099.61
59.54,395.62,0.61,10000,14318.54
233.78,241.6,0.6,15000,33876.59
50.43,165.77,0.7,2000,5786.17
294.75,335.86,0.92,10000,91119.94
126.85,294.65,0.92,5000,34135.73
237.07,302.22,0.78,10000,55988.87
115.93,86.49,0.79,15000,7902.63
195.75,192.65,0.72,2000,27067.29
73.76,346.11,0.69,10000,17487.02
60.89,206.57,0.89,1000,11186.43
282.66,276.55,0.64,10000,49772.71
276.94,239.29,0.77,10000,51076.85
268.49,338.52,0.82,2000,74681.59
195.12,120.98,0.64,5000,14951.97
246.32,234.44,0.78,10000,45106.2
39.33,58.06,0.8,10000,1810.41
113.74,279.18,0.86,15000,27239.8
107.84,295.47,0.68,2000,21775.85
197.98,26.71,0.7,15000,3672.72
119.67,273.56,0.8,10000,26219.27
61.58,171.73,0.94,10000,9946.18
187.01,58.4,0.68,1000,7365.99
248.03,173.76,0.95,15000,40689.62
126.99,85.75,0.85,2000,9255.86
57.04,172.07,0.89,10000,8685.58
75.07,159.89,0.63,1000,7533.92
86.5,297.97,0.71,1000,18248.31
103.97,311.94,0.62,5000,20174.56
199.98,246.74,0.73,2000,36121.45
188.26,18.85,0.94,1000,3341.68
214.9,373.1,0.64,2000,50968.13
121.5,277.63,0.8,10000,26875.42
250.72,23.34,0.6,5000,3485.12
77.14,329.34,0.85,2000,21558.42
151.33,88.1,0.67,5000,8917.85
244.26,235.9,0.65,2000,37271.77
70.44,191.99,0.72,2000,9714.98
50.76,173.74,0.87,15000,7774.76
267.43,356.99,0.64,5000,60810.62
116.02,180.57,0.68,2000,14329.25
211.48,39.38,0.6,15000,5030.56
27.1,379.19,0.94,15000,9544.01
213.21,369.01,0.81,5000,63521.4
108.51,276.93,0.85,10000,25635.93
35.61,192.48,0.83,5000,5593.79
190.75,46.22,0.65,2000,5720.78
87.43,318.39,0.81,10000,22471.59
128.31,39.44,0.65,5000,3317.09
42.56,36.75,0.74,5000,1136.41
61.21,219.58,0.8,5000,10720.78
103.43,72.45,0.8,5000,5918.45
45.13,13.01,0.64,10000,329.29
275.03,175.01,0.61,2000,29411.71
21.69,63.51,0.88,15000,1151.95
155.48,72.6,0.85,5000,9578.43
54.51,40.0,0.63,15000,1445.18
106.15,89.99,0.64,15000,6226.91
279.3,289.04,0.91,15000,73713.57
65.27,325.48,0.87,5000,18470.27
290.43,186.49,0.95,5000,51360.13
77.62,207.56,0.69,5000,11124.81
227.64,22.74,0.77,5000,4062.49
173.07,37.03,0.68,1000,4387.37
267.65,110.45,0.82,2000,24162.1
175.12,222.12,0.64,1000,24939.1
169.68,298.42,0.64,10000,32804.17
74.73,245.95,0.63,1000,11450.62
66.54,162.93,0.84,1000,9085.12
276.62,56.15,0.77,1000,12065.58
111.79,314.5,0.82,2000,28749.31
124.18,151.88,0.91,15000,17068.64
232.75,297.06,0.86,10000,59415.67
114.87,210.06,0.76,10000,18360.34
286.58,298.08,0.94,2000,80621.39
226.62,363.84,0.76,1000,62579.85
187.28,369.2,0.64,15000,44179.16
266.65,218.69,0.95,5000,55256.6
33.89,209.49,0.61,2000,4351.61
91.98,113.61,0.79,15000,8261.35
150.21,374.96,0.71,2000,39873.6
83.55,188.59,0.78,2000,12260.47
228.29,59.76,0.8,5000,10838.39
277.38,178.75,0.68,15000,33903.18
138.66,59.55,0.79,1000,6621.93
115.8,205.99,0.86,15000,20604.7
289.23,228.9,0.69,15000,45867.75
144.56,141.72,0.73,1000,15011.83
156.93,37.94,0.69,5000,4123.38
118.46,377.97,0.89,15000,39787.47
274.67,311.61,0.85,1000,73093.95
179.31,337.16,0.9,2000,54701.5
233.41,153.08,0.66,2000,23559.07
247.31,306.72,0.63,1000,47504.87
115.72,199.3,0.64,2000,14795.17
141.43,88.42,0.66,15000,8201.99
257.57,58.53,0.79,1000,11873.89
121.71,144.57,0.94,15000,16501.09
242.3,63.65,0.73,10000,11278.81
283.48,399.32,0.94,5000,105990.31
194.5,29.18,0.61,5000,3485.95
227.66,182.05,0.92,5000,38304.93
245.43,186.32,0.66,1000,30291.32
256.61,127.25,0.92,10000,30023.78
130.61,232.83,0.62,5000,18795.32
34.35,68.49,0.93,15000,2185.05
132.53,315.73,0.67,5000,28082.81
208.65,139.65,0.71,10000,20622.64
146.1,240.62,0.77,15000,27206.29
229.71,289.1,0.73,15000,48717.6
119.96,356.73,0.83,1000,35628.24
197.73,335.96,0.94,1000,62594.75
72.2,247.24,0.81,2000,14546.86
229.82,161.47,0.85,10000,31617.05
172.79,206.25,0.63,15000,22431.35
77.14,309.81,0.82,10000,19599.71
101.74,352.24,0.76,5000,27258.98
229.61,50.47,0.91,5000,10525.53
155.13,160.09,0.74,2000,18283.27
80.49,312.69,0.84,15000,21115.56
290.84,178.34,0.68,15000,35190.98
220.24,139.57,0.69,2000,21202.34
288.0,170.42,0.73,5000,35989.8
139.59,245.11,0.71,15000,24073.55
153.03,399.92,0.69,10000,42218.04
271.43,202.27,0.62,15000,33954.53
167.01,91.31,0.89,5000,13637.92
218.04,73.51,0.62,15000,9984.78
90.61,26.52,0.91,15000,2105.71
145.08,227.94,0.64,1000,21318.71
54.57,222.38,0.62,15000,7536.39
77.67,90.04,0.8,2000,5635.1
20.26,281.18,0.78,2000,4437.55
30.99,299.03,0.77,10000,7077.03
293.64,111.05,0.8,15000,26083.28
87.86,144.2,0.7,10000,8796.45
205.73,396.28,0.83,5000,67765.89
254.95,155.96,0.78,5000,30892.49
174.18,306.71,0.72,1000,38301.89
62.88,186.56,0.89,1000,10396.05
223.87,319.4,0.85,15000,61114.87
188.07,309.92,0.74,15000,42982.63
224.75,270.42,0.9,10000,54505.45
235.53,343.36,0.92,10000,74677.71
293.11,376.3,0.79,15000,86903.03
180.6,236.19,0.68,15000,28858.77
115.66,102.61,0.92,1000,10829.51
201.57,165.47,0.67,1000,22204.73
39.16,305.74,0.62,1000,7324.72
271.27,263.84,0.71,15000,51159.79
53.43,79.34,0.85,10000,3660.46
111.8,29.98,0.92,2000,3138.24
248.41,276.36,0.82,2000,56494.9
187.25,107.92,0.93,10000,18917.55
130.22,204.87,0.63,10000,16885.18
152.56,301.23,0.62,10000,28579.65
259.27,229.44,0.81,1000,48248.62
115.2,42.49,0.94,5000,4565.32
263.5,82.38,0.78,15000,16827.85
44.68,95.54,0.62,1000,2702.35
237.5,110.57,0.68,2000,17765.62
257.31,230.51,0.69,15000,40592.65
70.91,206.55,0.72,10000,10509.3
140.5,89.23,0.62,2000,7683.7
66.34,36.35,0.92,10000,2262.69
217.85,76.86,0.78,10000,13075.44
169.9,393.91,0.83,10000,55892.96
197.89,192.73,0.62,15000,23834.98
75.02,348.26,0.62,2000,16185.76
79.29,341.01,0.81,2000,21724.49
31.62,209.49,0.91,10000,6050.94
110.18,285.61,0.78,1000,24761.9
176.73,85.17,0.91,5000,13656.28
260.22,278.47,0.88,1000,64052.14
206.74,116.23,0.63,15000,15029.92
141.91,334.5,0.67,5000,31847.64
286.87,42.65,0.83,1000,10181.34
221.39,311.52,0.76,2000,52144.73
280.45,48.98,0.7,1000,9725.97
167.72,353.66,0.75,10000,44307.95
92.49,128.64,0.76,15000,9068.78
34.79,265.21,0.92,1000,8494.15
223.3,200.13,0.64,1000,28462.51
53.96,152.86,0.7,5000,5886.06
104.78,261.72,0.79,10000,21608.67
169.09,379.53,0.84,5000,54134.65
178.04,26.1,0.82,15000,3923.86
188.16,368.35,0.93,15000,64463.28
66.55,247.54,0.88,10000,14414.24
126.33,324.85,0.79,5000,32616.63
192.81,159.71,0.68,10000,20813.92
291.55,194.02,0.76,5000,42829.26
223.74,348.85,0.84,2000,65710.93
278.33,171.79,0.89,10000,42753.1
233.42,218.52,0.94,15000,47645.01
185.68,17.88,0.81,5000,2669.1
73.77,71.85,0.78,2000,4130.67
206.67,260.26,0.61,15000,32556.22
194.55,289.62,0.63,5000,35211.22
188.69,237.21,0.65,2000,29291.83
157.14,65.89,0.62,15000,6259.35
168.02,183.71,0.74,15000,22865.01
